id,label
1605,9
1606,6
1607,7
1608,5
1609,9
1610,5
1611,0
1612,0
1613,8
1614,8
1615,9
1616,3
1617,2
1618,9
1619,0
1620,5
1621,3
1622,7
1623,3
1624,1
1625,3
1626,4
1627,8
1628,9
1629,2
1630,4
1631,3
1632,3
1633,2
1634,0
1635,1
1636,1
1637,9
1638,9
1639,4
1640,4
1641,2
1642,3
1643,6
1644,7
1645,2
1646,4
1647,3
1648,1
1649,1
1650,6
1651,0
1652,2
1653,5
1654,2
1655,1
1656,5
1657,0
1658,6
1659,9
1660,4
1661,6
1662,7
1663,7
1664,0
1665,4
1666,1
1667,5
1668,7
1669,3
1670,9
1671,1
1672,9
1673,1
1674,2
1675,1
1676,1
1677,1
1678,0
1679,7
1680,4
1681,6
1682,2
1683,4
1684,3
1685,5
1686,8
1687,5
1688,7
1689,9
1690,1
1691,3
1692,5
1693,1
1694,9
1695,0
1696,0
1697,4
1698,3
1699,1
1700,4
1701,1
1702,1
1703,2
1704,2
1705,6
1706,5
1707,1
1708,9
1709,0
1710,8
1711,6
1712,7
1713,1
1714,3
1715,0
1716,8
1717,1
1718,3
1719,8
1720,9
1721,2
1722,4
1723,3
1724,6
1725,2
1726,4
1727,4
1728,9
1729,1
1730,7
1731,5
1732,0
1733,1
1734,7
1735,8
1736,1
1737,1
1738,6
1739,6
1740,2
1741,4
1742,3
1743,9
1744,1
1745,1
1746,7
1747,8
1748,1
1749,9
1750,3
1751,5
1752,3
1753,7
1754,7
1755,3
1756,0
1757,3
1758,6
1759,1
1760,3
1761,0
1762,9
1763,2
1764,4
1765,8
1766,9
1767,8
1768,8
1769,9
1770,4
1771,4
1772,5
1773,1
1774,7
1775,8
1776,0
1777,2
1778,2
1779,5
1780,0
1781,3
1782,4
1783,8
1784,6
1785,5
1786,3
1787,2
1788,6
1789,0
1790,2
1791,7
1792,0
1793,7
1794,9
1795,6
1796,3
1797,3
1798,7
1799,5
1800,0
1801,5
1802,4
1803,4
1804,6
1805,5
1806,7
1807,1
1808,4
1809,5
1810,3
1811,0
1812,0
1813,7
1814,9
1815,9
1816,3
1817,3
1818,3
1819,7
1820,4
1821,6
1822,6
1823,4
1824,5
1825,7
1826,9
1827,9
1828,3
1829,2
1830,0
1831,8
1832,7
1833,1
1834,9
1835,0
1836,9
1837,7
1838,5
1839,5
1840,7
1841,3
1842,1
1843,9
1844,8
1845,6
1846,8
1847,0
1848,2
1849,0
1850,9
1851,6
1852,7
1853,6
1854,2
1855,1
1856,5
1857,2
1858,8
1859,3
1860,0
1861,4
1862,6
1863,8
1864,1
1865,6
1866,5
1867,8
1868,9
1869,1
1870,8
1871,1
1872,0
1873,7
1874,1
1875,6
1876,3
1877,1
1878,8
1879,4
1880,5
1881,6
1882,1
1883,5
1884,5
1885,3
1886,4
1887,2
1888,1
1889,3
1890,5
1891,6
1892,5
1893,6
1894,4
1895,4
1896,8
1897,6
1898,2
1899,3
1900,8
1901,9
1902,6
1903,3
1904,6
1905,5
1906,2
1907,6
1908,3
1909,0
1910,4
1911,5
1912,4
1913,4
1914,3
1915,3
1916,9
1917,9
1918,6
1919,3
1920,2
1921,0
1922,1
1923,4
1924,5
1925,7
1926,1
1927,2
1928,1
1929,4
1930,0
1931,4
1932,2
1933,0
1934,4
1935,1
1936,9
1937,5
1938,9
1939,9
1940,4
1941,1
1942,8
1943,3
1944,7
1945,9
1946,5
1947,2
1948,2
1949,3
1950,5
1951,3
1952,7
1953,8
1954,2
1955,2
1956,3
1957,8
1958,5
1959,9
1960,0
1961,8
1962,1
1963,2
1964,5
1965,5
1966,6
1967,3
1968,5
1969,0
1970,8
1971,3
1972,8
1973,5
1974,9
1975,4
1976,2
1977,0
1978,4
1979,0
1980,0
1981,6
1982,7
1983,5
1984,4
1985,3
1986,4
1987,2
1988,6
1989,7
1990,0
1991,2
1992,6
1993,0
1994,0
1995,0
1996,7
1997,4
1998,0
1999,2
2000,1
2001,9
2002,9
2003,8
2004,6
2005,7
2006,7
2007,8
2008,0
2009,8
2010,3
2011,7
2012,2
2013,0
2014,5
2015,4
2016,3
2017,0
2018,0
2019,1
2020,0
2021,0
2022,5
2023,2
2024,6
2025,6
2026,8
2027,2
2028,4
2029,3
2030,8
2031,2
2032,6
2033,8
2034,3
2035,5
2036,2
2037,7
2038,8
2039,8
2040,8
2041,3
2042,4
2043,8
2044,9
2045,1
2046,2
2047,3
2048,8
2049,6
2050,6
2051,4
2052,5
2053,7
2054,9
2055,4
2056,8
2057,9
2058,2
2059,2
2060,9
2061,1
2062,7
2063,8
2064,5
2065,4
2066,9
2067,7
2068,5
2069,2
2070,2
2071,5
2072,0
2073,4
2074,2
2075,2
2076,4
2077,8
2078,2
2079,1
2080,2
2081,4
2082,5
2083,1
2084,4
2085,2
2086,7
2087,6
2088,2
2089,8
2090,2
2091,0
2092,3
2093,3
2094,2
2095,5
2096,8
2097,4
2098,3
2099,2
2100,8
2101,4
2102,9
2103,0
2104,3
2105,0
2106,0
2107,6
2108,0
2109,4
2110,8
2111,4
2112,5
2113,5
2114,7
2115,7
2116,7
2117,1
2118,4
2119,7
2120,6
2121,2
2122,5
2123,7
2124,1
2125,9
2126,4
2127,5
2128,6
2129,0
2130,9
2131,2
2132,7
2133,8
2134,9
2135,5
2136,5
2137,4
2138,9
2139,9
2140,6
2141,8
2142,7
2143,5
2144,8
2145,6
2146,8
2147,7
2148,2
2149,3
2150,3
2151,2
2152,4
2153,5
2154,9
2155,3
2156,1
2157,9
2158,5
2159,4
2160,8
2161,1
2162,4
2163,8
2164,6
2165,0
2166,9
2167,5
2168,8
2169,5
2170,9
2171,7
2172,8
2173,8
2174,5
2175,7
2176,9
2177,1
2178,8
2179,8
2180,5
2181,8
2182,6
2183,2
2184,3
2185,7
2186,3
2187,0
2188,3
2189,4
2190,9
2191,0
2192,4
2193,2
2194,4
2195,2
2196,1
2197,7
2198,4
2199,5
2200,5
2201,2
2202,0
2203,8
2204,6
2205,9
2206,2
2207,8
2208,1
2209,8
2210,0
2211,6
2212,2
2213,9
2214,1
2215,6
2216,5
2217,3
2218,3
2219,6
2220,1
2221,4
2222,7
2223,3
2224,5
2225,6
2226,7
2227,9
2228,2
2229,9
2230,5
2231,2
2232,3
2233,5
2234,6
2235,6
2236,9
2237,5
2238,3
2239,9
2240,3
2241,9
2242,9
2243,6
2244,1
2245,8
2246,0
2247,0
2248,0
2249,8
2250,7
2251,3
2252,4
2253,5
2254,6
2255,8
2256,8
2257,3
2258,9
2259,5
2260,6
2261,3
2262,5
2263,1
2264,7
2265,9
2266,5
2267,2
2268,5
2269,9
2270,9
2271,3
2272,0
2273,1
2274,8
2275,3
2276,8
2277,0
2278,8
2279,7
2280,6
2281,7
2282,6
2283,7
2284,4
2285,9
2286,7
2287,4
2288,6
2289,1
2290,3
2291,3
2292,7
2293,4
2294,3
2295,1
2296,2
2297,5
2298,1
2299,9
2300,8
2301,1
2302,4
2303,2
2304,4
2305,7
2306,4
2307,6
2308,6
2309,0
2310,9
2311,7
2312,3
2313,0
2314,6
2315,7
2316,0
2317,0
2318,4
2319,3
2320,8
2321,5
2322,9
2323,9
2324,9
2325,1
2326,0
2327,3
2328,4
2329,5
2330,0
2331,5
2332,1
2333,9
2334,2
2335,3
2336,1
2337,1
2338,1
2339,4
2340,7
2341,3
2342,3
2343,5
2344,4
2345,7
2346,0
2347,9
2348,9
2349,6
2350,5
2351,4
2352,7
2353,4
2354,3
2355,1
2356,2
2357,1
2358,8
2359,8
2360,4
2361,8
2362,8
2363,3
2364,7
2365,5
2366,7
2367,3
2368,9
2369,4
2370,6
2371,7
2372,1
2373,3
2374,7
2375,7
2376,6
2377,4
2378,3
2379,3
2380,6
2381,9
2382,9
2383,3
2384,5
2385,8
2386,4
2387,0
2388,7
2389,1
2390,7
2391,0
2392,9
2393,1
2394,4
2395,7
2396,7
2397,1
2398,0
2399,8
2400,1
2401,5
2402,2
2403,0
2404,9
2405,5
2406,1
2407,0
2408,7
2409,4
2410,1
2411,4
2412,8
2413,5
2414,5
2415,1
2416,2
2417,0
2418,3
2419,7
2420,8
2421,2
2422,9
2423,5
2424,1
2425,1
2426,4
2427,5
2428,0
2429,6
2430,5
2431,8
2432,0
2433,3
2434,1
2435,8
2436,2
2437,8
2438,6
2439,0
2440,4
2441,9
2442,7
2443,0
2444,7
2445,0
2446,8
2447,7
2448,5
2449,5
2450,7
2451,7
2452,6
2453,1
2454,3
2455,9
2456,3
2457,6
2458,5
2459,0
2460,6
2461,1
2462,3
2463,1
2464,9
2465,3
2466,7
2467,5
2468,2
2469,9
2470,5
2471,2
2472,3
2473,6
2474,4
2475,9
2476,6
2477,1
2478,2
2479,9
2480,8
2481,4
2482,2
2483,5
2484,6
2485,5
2486,2
2487,4
2488,6
2489,9
2490,7
2491,4
2492,3
2493,0
2494,9
2495,0
2496,9
2497,7
2498,5
2499,8
2500,4
2501,6
2502,5
2503,6
2504,7
2505,4
2506,5
2507,2
2508,7
2509,6
2510,1
2511,8
2512,1
2513,9
2514,2
2515,0
2516,9
2517,3
2518,1
2519,1
2520,6
2521,4
2522,5
2523,3
2524,3
2525,0
2526,8
2527,9
2528,6
2529,4
2530,7
2531,5
2532,2
2533,6
2534,9
2535,6
2536,7
2537,7
2538,1
2539,7
2540,3
2541,5
2542,7
2543,9
2544,8
2545,9
2546,2
2547,3
2548,8
2549,7
2550,6
2551,7
2552,3
2553,0
2554,3
2555,9
2556,2
2557,7
2558,4
2559,3
2560,2
2561,1
2562,0
2563,9
2564,0
2565,4
2566,2
2567,3
2568,8
2569,4
2570,7
2571,7
2572,0
2573,1
2574,7
2575,2
2576,5
2577,8
2578,3
2579,1
2580,6
2581,0
2582,1
2583,7
2584,6
2585,2
2586,4
2587,2
2588,0
2589,5
2590,7
2591,2
2592,7
2593,2
2594,5
2595,0
2596,2
2597,8
2598,0
2599,5
2600,7
2601,0
2602,3
2603,9
2604,5
2605,4
2606,9
2607,4
2608,6
2609,3
2610,0
2611,6
2612,6
2613,7
2614,0
2615,9
2616,9
2617,9
2618,9
2619,4
2620,9
2621,6
2622,5
2623,8
2624,8
2625,1
2626,0
2627,0
2628,8
2629,5
2630,1
2631,2
2632,8
2633,4
2634,2
2635,9
2636,3
2637,1
2638,9
2639,6
2640,3
2641,7
2642,5
2643,4
2644,2
2645,8
2646,8
2647,4
2648,4
2649,9
2650,6
2651,8
2652,7
2653,4
2654,2
2655,8
2656,0
2657,4
2658,7
2659,1
2660,1
2661,3
2662,0
2663,6
2664,4
2665,1
2666,1
2667,0
2668,5
2669,9
2670,8
2671,3
2672,4
2673,9
2674,5
2675,5
2676,2
2677,2
2678,1
2679,3
2680,3
2681,8
2682,2
2683,2
2684,7
2685,8
2686,7
2687,1
2688,2
2689,1
2690,0
2691,7
2692,4
2693,4
2694,1
2695,4
2696,2
2697,3
2698,6
2699,4
2700,4
2701,5
2702,6
2703,3
2704,0
2705,1
2706,4
2707,5
2708,4
2709,1
2710,4
2711,8
2712,6
2713,2
2714,2
2715,5
2716,3
2717,6
2718,2
2719,1
2720,7
2721,7
2722,1
2723,7
2724,8
2725,3
2726,6
2727,7
2728,9
2729,3
2730,2
2731,6
2732,0
2733,8
2734,9
2735,4
2736,8
2737,7
2738,8
2739,2
2740,8
2741,3
2742,4
2743,8
2744,2
2745,8
2746,1
2747,7
2748,2
2749,8
2750,6
2751,7
2752,8
2753,2
2754,4
2755,8
2756,8
2757,5
2758,5
2759,7
2760,4
2761,9
2762,2
2763,2
2764,8
2765,7
2766,9
2767,8
2768,5
2769,0
2770,4
2771,1
2772,8
2773,9
2774,8
2775,9
2776,7
2777,9
2778,1
2779,2
2780,1
2781,0
2782,0
2783,3
2784,9
2785,0
2786,5
2787,1
2788,3
2789,5
2790,2
2791,5
2792,9
2793,2
2794,2
2795,5
2796,9
2797,4
2798,8
2799,0
2800,4
2801,9
2802,3
2803,0
2804,2
2805,4
2806,4
2807,9
2808,7
2809,2
2810,0
2811,6
2812,8
2813,0
2814,8
2815,4
2816,8
2817,1
2818,9
2819,1
2820,5
2821,6
2822,5
2823,8
2824,1
2825,3
2826,2
2827,5
2828,4
2829,4
2830,0
2831,5
2832,5
2833,8
2834,5
2835,6
2836,2
2837,7
2838,1
2839,2
2840,8
2841,8
2842,2
2843,3
2844,1
2845,4
2846,7
2847,6
2848,2
2849,8
2850,9
2851,5
2852,8
2853,7
2854,0
2855,5
2856,2
2857,2
2858,2
2859,9
2860,6
2861,3
2862,7
2863,6
2864,5
2865,3
2866,0
2867,3
2868,7
2869,3
2870,5
2871,2
2872,4
2873,4
2874,9
2875,6
2876,5
2877,8
2878,0
2879,9
2880,7
2881,1
2882,5
2883,3
2884,5
2885,7
2886,9
2887,0
2888,0
2889,7
2890,6
2891,5
2892,2
2893,2
2894,4
2895,6
2896,0
2897,1
2898,1
2899,8
2900,6
2901,8
2902,0
2903,6
2904,9
2905,8
2906,2
2907,2
2908,0
2909,9
2910,9
2911,7
2912,6
2913,1
2914,5
2915,4
2916,6
2917,8
2918,9
2919,7
2920,7
2921,3
2922,6
2923,2
2924,0
2925,1
2926,4
2927,5
2928,8
2929,0
2930,6
2931,9
2932,9
2933,7
2934,6
2935,2
2936,3
2937,6
2938,7
2939,9
2940,8
2941,4
2942,2
2943,0
2944,3
2945,6
2946,3
2947,7
2948,1
2949,0
2950,0
2951,7
2952,0
2953,8
2954,2
2955,3
2956,3
2957,1
2958,0
2959,9
2960,4
2961,7
2962,5
2963,7
2964,5
2965,3
2966,7
2967,2
2968,2
2969,2
2970,2
2971,3
2972,4
2973,8
2974,0
2975,7
2976,9
2977,3
2978,4
2979,2
2980,3
2981,0
2982,6
2983,4
2984,8
2985,0
2986,9
2987,5
2988,8
2989,9
2990,2
2991,5
2992,8
2993,2
2994,4
2995,4
2996,6
2997,1
